response_id,question_id,pair_id,category,domain,model,claude_score,parse_success,timestamp
deepseek-v3.2:cloud|OPT-PEP-05,OPT-PEP-05,OPT-05,Optimization Approaches,peptide,DeepSeek V3.2,2,True,2026-02-10T02:46:17.046919+00:00
deepseek-v3.2:cloud|OPT-PEP-06,OPT-PEP-06,OPT-06,Optimization Approaches,peptide,DeepSeek V3.2,3,True,2026-02-10T02:46:26.030409+00:00
deepseek-v3.2:cloud|OPT-PEP-07,OPT-PEP-07,OPT-07,Optimization Approaches,peptide,DeepSeek V3.2,3,True,2026-02-10T02:46:35.704522+00:00
deepseek-v3.2:cloud|OPT-PEP-08,OPT-PEP-08,OPT-08,Optimization Approaches,peptide,DeepSeek V3.2,3,True,2026-02-10T02:46:44.851060+00:00
deepseek-v3.2:cloud|OPT-PEP-09,OPT-PEP-09,OPT-09,Optimization Approaches,peptide,DeepSeek V3.2,2,True,2026-02-10T02:46:53.893385+00:00
deepseek-v3.2:cloud|OPT-PEP-10,OPT-PEP-10,OPT-10,Optimization Approaches,peptide,DeepSeek V3.2,3,True,2026-02-10T02:47:03.189275+00:00
deepseek-v3.2:cloud|OPT-SM-01,OPT-SM-01,OPT-01,Optimization Approaches,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:47:16.323453+00:00
deepseek-v3.2:cloud|OPT-SM-02,OPT-SM-02,OPT-02,Optimization Approaches,small_molecule,DeepSeek V3.2,2,True,2026-02-10T02:47:25.454468+00:00
deepseek-v3.2:cloud|OPT-SM-03,OPT-SM-03,OPT-03,Optimization Approaches,small_molecule,DeepSeek V3.2,2,True,2026-02-10T02:47:34.647775+00:00
deepseek-v3.2:cloud|OPT-SM-04,OPT-SM-04,OPT-04,Optimization Approaches,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:47:44.063849+00:00
deepseek-v3.2:cloud|OPT-SM-05,OPT-SM-05,OPT-05,Optimization Approaches,small_molecule,DeepSeek V3.2,2,True,2026-02-10T02:47:53.482096+00:00
deepseek-v3.2:cloud|OPT-SM-06,OPT-SM-06,OPT-06,Optimization Approaches,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:48:03.424270+00:00
deepseek-v3.2:cloud|OPT-SM-07,OPT-SM-07,OPT-07,Optimization Approaches,small_molecule,DeepSeek V3.2,1,True,2026-02-10T02:48:12.883775+00:00
deepseek-v3.2:cloud|OPT-SM-08,OPT-SM-08,OPT-08,Optimization Approaches,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:48:22.214238+00:00
deepseek-v3.2:cloud|OPT-SM-09,OPT-SM-09,OPT-09,Optimization Approaches,small_molecule,DeepSeek V3.2,2,True,2026-02-10T02:48:31.283564+00:00
deepseek-v3.2:cloud|OPT-SM-10,OPT-SM-10,OPT-10,Optimization Approaches,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:48:40.108141+00:00
deepseek-v3.2:cloud|SAR-PEP-01,SAR-PEP-01,SAR-01,SAR Reasoning,peptide,DeepSeek V3.2,2,True,2026-02-10T02:48:49.249532+00:00
deepseek-v3.2:cloud|SAR-PEP-02,SAR-PEP-02,SAR-02,SAR Reasoning,peptide,DeepSeek V3.2,3,True,2026-02-10T02:48:58.643944+00:00
deepseek-v3.2:cloud|SAR-PEP-03,SAR-PEP-03,SAR-03,SAR Reasoning,peptide,DeepSeek V3.2,2,True,2026-02-10T02:49:07.658982+00:00
deepseek-v3.2:cloud|SAR-PEP-04,SAR-PEP-04,SAR-04,SAR Reasoning,peptide,DeepSeek V3.2,3,True,2026-02-10T02:49:16.999470+00:00
deepseek-v3.2:cloud|SAR-PEP-05,SAR-PEP-05,SAR-05,SAR Reasoning,peptide,DeepSeek V3.2,3,True,2026-02-10T02:49:25.903604+00:00
deepseek-v3.2:cloud|SAR-PEP-06,SAR-PEP-06,SAR-06,SAR Reasoning,peptide,DeepSeek V3.2,2,True,2026-02-10T02:49:35.279599+00:00
deepseek-v3.2:cloud|SAR-PEP-07,SAR-PEP-07,SAR-07,SAR Reasoning,peptide,DeepSeek V3.2,2,True,2026-02-10T02:49:45.138775+00:00
deepseek-v3.2:cloud|SAR-PEP-08,SAR-PEP-08,SAR-08,SAR Reasoning,peptide,DeepSeek V3.2,3,True,2026-02-10T02:49:54.045954+00:00
deepseek-v3.2:cloud|SAR-PEP-09,SAR-PEP-09,SAR-09,SAR Reasoning,peptide,DeepSeek V3.2,2,True,2026-02-10T02:50:03.617822+00:00
deepseek-v3.2:cloud|SAR-PEP-10,SAR-PEP-10,SAR-10,SAR Reasoning,peptide,DeepSeek V3.2,3,True,2026-02-10T02:50:16.930323+00:00
deepseek-v3.2:cloud|SAR-SM-01,SAR-SM-01,SAR-01,SAR Reasoning,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:50:26.051718+00:00
deepseek-v3.2:cloud|SAR-SM-02,SAR-SM-02,SAR-02,SAR Reasoning,small_molecule,DeepSeek V3.2,2,True,2026-02-10T02:50:35.334245+00:00
deepseek-v3.2:cloud|SAR-SM-03,SAR-SM-03,SAR-03,SAR Reasoning,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:50:44.563827+00:00
deepseek-v3.2:cloud|SAR-SM-04,SAR-SM-04,SAR-04,SAR Reasoning,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:50:53.656641+00:00
deepseek-v3.2:cloud|SAR-SM-05,SAR-SM-05,SAR-05,SAR Reasoning,small_molecule,DeepSeek V3.2,2,True,2026-02-10T02:51:03.126537+00:00
deepseek-v3.2:cloud|SAR-SM-06,SAR-SM-06,SAR-06,SAR Reasoning,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:51:12.365620+00:00
deepseek-v3.2:cloud|SAR-SM-07,SAR-SM-07,SAR-07,SAR Reasoning,small_molecule,DeepSeek V3.2,2,True,2026-02-10T02:51:21.430111+00:00
deepseek-v3.2:cloud|SAR-SM-08,SAR-SM-08,SAR-08,SAR Reasoning,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:51:31.183847+00:00
deepseek-v3.2:cloud|SAR-SM-09,SAR-SM-09,SAR-09,SAR Reasoning,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:51:42.465414+00:00
deepseek-v3.2:cloud|SAR-SM-10,SAR-SM-10,SAR-10,SAR Reasoning,small_molecule,DeepSeek V3.2,3,True,2026-02-10T02:51:51.365354+00:00
gemini-3-flash-preview:cloud|ADMET-PEP-01,ADMET-PEP-01,ADMET-01,ADMET / Pharmacokinetic Properties,peptide,Gemini 3 Flash,3,True,2026-02-10T02:52:00.862726+00:00
gemini-3-flash-preview:cloud|ADMET-PEP-02,ADMET-PEP-02,ADMET-02,ADMET / Pharmacokinetic Properties,peptide,Gemini 3 Flash,1,True,2026-02-10T02:52:10.773930+00:00
gemini-3-flash-preview:cloud|ADMET-PEP-03,ADMET-PEP-03,ADMET-03,ADMET / Pharmacokinetic Properties,peptide,Gemini 3 Flash,3,True,2026-02-10T02:52:20.086558+00:00
gemini-3-flash-preview:cloud|ADMET-PEP-04,ADMET-PEP-04,ADMET-04,ADMET / Pharmacokinetic Properties,peptide,Gemini 3 Flash,3,True,2026-02-10T02:52:29.646017+00:00
gemini-3-flash-preview:cloud|ADMET-PEP-05,ADMET-PEP-05,ADMET-05,ADMET / Pharmacokinetic Properties,peptide,Gemini 3 Flash,3,True,2026-02-10T02:52:39.055661+00:00
gemini-3-flash-preview:cloud|ADMET-PEP-06,ADMET-PEP-06,ADMET-06,ADMET / Pharmacokinetic Properties,peptide,Gemini 3 Flash,0,True,2026-02-10T02:52:47.636924+00:00
gemini-3-flash-preview:cloud|ADMET-PEP-07,ADMET-PEP-07,ADMET-07,ADMET / Pharmacokinetic Properties,peptide,Gemini 3 Flash,3,True,2026-02-10T02:52:59.136585+00:00
gemini-3-flash-preview:cloud|ADMET-PEP-08,ADMET-PEP-08,ADMET-08,ADMET / Pharmacokinetic Properties,peptide,Gemini 3 Flash,3,True,2026-02-10T02:53:08.181531+00:00
gemini-3-flash-preview:cloud|ADMET-PEP-09,ADMET-PEP-09,ADMET-09,ADMET / Pharmacokinetic Properties,peptide,Gemini 3 Flash,2,True,2026-02-10T02:53:18.694936+00:00
gemini-3-flash-preview:cloud|ADMET-PEP-10,ADMET-PEP-10,ADMET-10,ADMET / Pharmacokinetic Properties,peptide,Gemini 3 Flash,2,True,2026-02-10T02:53:28.661080+00:00
gemini-3-flash-preview:cloud|ADMET-SM-01,ADMET-SM-01,ADMET-01,ADMET / Pharmacokinetic Properties,small_molecule,Gemini 3 Flash,2,True,2026-02-10T02:53:38.240800+00:00
gemini-3-flash-preview:cloud|ADMET-SM-02,ADMET-SM-02,ADMET-02,ADMET / Pharmacokinetic Properties,small_molecule,Gemini 3 Flash,2,True,2026-02-10T02:53:47.415512+00:00
gemini-3-flash-preview:cloud|ADMET-SM-03,ADMET-SM-03,ADMET-03,ADMET / Pharmacokinetic Properties,small_molecule,Gemini 3 Flash,3,True,2026-02-10T02:53:57.335775+00:00
gemini-3-flash-preview:cloud|ADMET-SM-04,ADMET-SM-04,ADMET-04,ADMET / Pharmacokinetic Properties,small_molecule,Gemini 3 Flash,3,True,2026-02-10T02:54:07.599152+00:00
gemini-3-flash-preview:cloud|ADMET-SM-05,ADMET-SM-05,ADMET-05,ADMET / Pharmacokinetic Properties,small_molecule,Gemini 3 Flash,0,True,2026-02-10T02:54:16.963278+00:00
gemini-3-flash-preview:cloud|ADMET-SM-06,ADMET-SM-06,ADMET-06,ADMET / Pharmacokinetic Properties,small_molecule,Gemini 3 Flash,1,True,2026-02-10T02:54:26.224511+00:00
gemini-3-flash-preview:cloud|ADMET-SM-07,ADMET-SM-07,ADMET-07,ADMET / Pharmacokinetic Properties,small_molecule,Gemini 3 Flash,2,True,2026-02-10T02:54:35.495984+00:00
gemini-3-flash-preview:cloud|ADMET-SM-08,ADMET-SM-08,ADMET-08,ADMET / Pharmacokinetic Properties,small_molecule,Gemini 3 Flash,2,True,2026-02-10T02:54:44.592277+00:00
gemini-3-flash-preview:cloud|ADMET-SM-09,ADMET-SM-09,ADMET-09,ADMET / Pharmacokinetic Properties,small_molecule,Gemini 3 Flash,2,True,2026-02-10T02:54:54.345475+00:00
gemini-3-flash-preview:cloud|ADMET-SM-10,ADMET-SM-10,ADMET-10,ADMET / Pharmacokinetic Properties,small_molecule,Gemini 3 Flash,2,True,2026-02-10T02:55:03.631871+00:00
gemini-3-flash-preview:cloud|ASSAY-PEP-01,ASSAY-PEP-01,ASSAY-01,Assay Interpretation,peptide,Gemini 3 Flash,3,True,2026-02-10T02:55:12.811976+00:00
gemini-3-flash-preview:cloud|ASSAY-PEP-02,ASSAY-PEP-02,ASSAY-02,Assay Interpretation,peptide,Gemini 3 Flash,3,True,2026-02-10T02:55:22.268339+00:00
gemini-3-flash-preview:cloud|ASSAY-PEP-03,ASSAY-PEP-03,ASSAY-03,Assay Interpretation,peptide,Gemini 3 Flash,3,True,2026-02-10T02:55:31.571179+00:00
gemini-3-flash-preview:cloud|ASSAY-PEP-04,ASSAY-PEP-04,ASSAY-04,Assay Interpretation,peptide,Gemini 3 Flash,3,True,2026-02-10T02:55:40.618781+00:00
gemini-3-flash-preview:cloud|ASSAY-PEP-05,ASSAY-PEP-05,ASSAY-05,Assay Interpretation,peptide,Gemini 3 Flash,2,True,2026-02-10T02:55:49.739815+00:00
gemini-3-flash-preview:cloud|ASSAY-PEP-06,ASSAY-PEP-06,ASSAY-06,Assay Interpretation,peptide,Gemini 3 Flash,3,True,2026-02-10T02:55:59.674195+00:00
gemini-3-flash-preview:cloud|ASSAY-PEP-07,ASSAY-PEP-07,ASSAY-07,Assay Interpretation,peptide,Gemini 3 Flash,3,True,2026-02-10T02:56:08.698162+00:00
gemini-3-flash-preview:cloud|ASSAY-PEP-08,ASSAY-PEP-08,ASSAY-08,Assay Interpretation,peptide,Gemini 3 Flash,2,True,2026-02-10T02:56:17.958550+00:00
gemini-3-flash-preview:cloud|ASSAY-PEP-09,ASSAY-PEP-09,ASSAY-09,Assay Interpretation,peptide,Gemini 3 Flash,0,True,2026-02-10T02:56:27.240558+00:00
gemini-3-flash-preview:cloud|ASSAY-PEP-10,ASSAY-PEP-10,ASSAY-10,Assay Interpretation,peptide,Gemini 3 Flash,3,True,2026-02-10T02:56:38.138664+00:00
gemini-3-flash-preview:cloud|ASSAY-SM-01,ASSAY-SM-01,ASSAY-01,Assay Interpretation,small_molecule,Gemini 3 Flash,3,True,2026-02-10T02:56:46.860849+00:00
gemini-3-flash-preview:cloud|ASSAY-SM-02,ASSAY-SM-02,ASSAY-02,Assay Interpretation,small_molecule,Gemini 3 Flash,0,True,2026-02-10T02:56:56.204270+00:00
gemini-3-flash-preview:cloud|ASSAY-SM-03,ASSAY-SM-03,ASSAY-03,Assay Interpretation,small_molecule,Gemini 3 Flash,3,True,2026-02-10T02:57:05.522524+00:00
gemini-3-flash-preview:cloud|ASSAY-SM-04,ASSAY-SM-04,ASSAY-04,Assay Interpretation,small_molecule,Gemini 3 Flash,3,True,2026-02-10T02:57:14.907107+00:00
gemini-3-flash-preview:cloud|ASSAY-SM-05,ASSAY-SM-05,ASSAY-05,Assay Interpretation,small_molecule,Gemini 3 Flash,3,True,2026-02-10T02:57:23.622370+00:00
gemini-3-flash-preview:cloud|ASSAY-SM-06,ASSAY-SM-06,ASSAY-06,Assay Interpretation,small_molecule,Gemini 3 Flash,3,True,2026-02-10T02:57:33.563933+00:00
gemini-3-flash-preview:cloud|ASSAY-SM-07,ASSAY-SM-07,ASSAY-07,Assay Interpretation,small_molecule,Gemini 3 Flash,2,True,2026-02-10T02:57:43.131970+00:00
gemini-3-flash-preview:cloud|ASSAY-SM-08,ASSAY-SM-08,ASSAY-08,Assay Interpretation,small_molecule,Gemini 3 Flash,3,True,2026-02-10T02:57:52.872089+00:00
gemini-3-flash-preview:cloud|ASSAY-SM-09,ASSAY-SM-09,ASSAY-09,Assay Interpretation,small_molecule,Gemini 3 Flash,3,True,2026-02-10T02:58:02.424460+00:00
gemini-3-flash-preview:cloud|ASSAY-SM-10,ASSAY-SM-10,ASSAY-10,Assay Interpretation,small_molecule,Gemini 3 Flash,3,True,2026-02-10T02:58:11.846389+00:00
gemini-3-flash-preview:cloud|GEN-PEP-01,GEN-PEP-01,GEN-01,Generative Design Strategies,peptide,Gemini 3 Flash,2,True,2026-02-10T02:58:21.711410+00:00
gemini-3-flash-preview:cloud|GEN-PEP-02,GEN-PEP-02,GEN-02,Generative Design Strategies,peptide,Gemini 3 Flash,2,True,2026-02-10T02:58:32.066846+00:00
gemini-3-flash-preview:cloud|GEN-PEP-03,GEN-PEP-03,GEN-03,Generative Design Strategies,peptide,Gemini 3 Flash,1,True,2026-02-10T02:58:41.510685+00:00
gemini-3-flash-preview:cloud|GEN-PEP-04,GEN-PEP-04,GEN-04,Generative Design Strategies,peptide,Gemini 3 Flash,3,True,2026-02-10T02:58:51.061359+00:00
gemini-3-flash-preview:cloud|GEN-PEP-05,GEN-PEP-05,GEN-05,Generative Design Strategies,peptide,Gemini 3 Flash,3,True,2026-02-10T02:58:59.703245+00:00
gemini-3-flash-preview:cloud|GEN-PEP-06,GEN-PEP-06,GEN-06,Generative Design Strategies,peptide,Gemini 3 Flash,3,True,2026-02-10T02:59:10.114884+00:00
gemini-3-flash-preview:cloud|GEN-PEP-07,GEN-PEP-07,GEN-07,Generative Design Strategies,peptide,Gemini 3 Flash,2,True,2026-02-10T02:59:19.345789+00:00
gemini-3-flash-preview:cloud|GEN-PEP-08,GEN-PEP-08,GEN-08,Generative Design Strategies,peptide,Gemini 3 Flash,3,True,2026-02-10T02:59:28.680503+00:00
